"","qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","top_perc","diff","taxonomic_level","taxon"
"76","ASV_0272","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",99.405,99.405,0,"species","Odobenus rosmarus"
"77","ASV_0273","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Osmerus mordax"
"78","ASV_0277","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Mallotus villosus"
"79","ASV_0278","Eschrichtius robustus","Eschrichtius","Eschrichtiidae","Artiodactyla","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Eschrichtius robustus"
"80","ASV_0279","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Pholis laeta"
"81","ASV_0287","Trichodon trichodon","Trichodon","Trichodontidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Trichodon trichodon"
"82","ASV_0290","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Pholis laeta"
"83","ASV_0294","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"species","Mallotus villosus"
"84","ASV_0299","Clinocottus acuticeps","Clinocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Clinocottus acuticeps"
"85","ASV_0305","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"86","ASV_0306","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,98.837,0,"species","Clupea pallasii"
"87","ASV_0308","Tarletonbeania crenularis","Tarletonbeania","Myctophidae","Myctophiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Tarletonbeania crenularis"
"88","ASV_0311","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,98.837,0,"species","Clupea pallasii"
"89","ASV_0312","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"90","ASV_0315","Triglops pingelii","Triglops","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Triglops pingelii"
"91","ASV_0320","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"92","ASV_0323","Callorhinus ursinus","Callorhinus","Otariidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Callorhinus ursinus"
"93","ASV_0326","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Clupea pallasii"
"94","ASV_0327","Sebastes diploproa","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Sebastes diploproa"
"95","ASV_0330","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Gasterosteus aculeatus"
"96","ASV_0333","Lycodes palearis","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Lycodes palearis"
"97","ASV_0334","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Gasterosteus aculeatus"
"98","ASV_0335","Podothecus accipenserinus","Podothecus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Podothecus accipenserinus"
"99","ASV_0336","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Oligocottus maculosus"
"100","ASV_0337","Lycodes polaris","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Lycodes polaris"
"101","ASV_0338","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Mallotus villosus"
"102","ASV_0339","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"103","ASV_0342","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"104","ASV_0344","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"105","ASV_0345","Megaptera novaeangliae","Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Megaptera novaeangliae"
"106","ASV_0349","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"107","ASV_0355","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"108","ASV_0356","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.81,98.81,0,"species","Pholis laeta"
"109","ASV_0358","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"110","ASV_0360","Clinocottus embryum","Clinocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Clinocottus embryum"
"111","ASV_0366","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"112","ASV_0367","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"113","ASV_0369","Reinhardtius hippoglossoides","Reinhardtius","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Reinhardtius hippoglossoides"
"114","ASV_0370","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes personatus"
"115","ASV_0371","Hypomesus pretiosus","Hypomesus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Eukaryota",98.214,98.214,0,"species","Hypomesus pretiosus"
"116","ASV_0374","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",NA,NA,NA,"species","Oligocottus maculosus"
"117","ASV_0375","Pusa hispida","Pusa","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Pusa hispida"
"118","ASV_0376","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"119","ASV_0382","Gymnocanthus tricuspis","Gymnocanthus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Gymnocanthus tricuspis"
"120","ASV_0385","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"121","ASV_0387","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"122","ASV_0394","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Mallotus villosus"
"123","ASV_0399","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,98.837,0,"species","Clupea pallasii"
"124","ASV_0405","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"125","ASV_0408","Hypsagonus quadricornis","Hypsagonus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Hypsagonus quadricornis"
"126","ASV_0410","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Balaenoptera physalus"
"127","ASV_0415","Anoplopoma fimbria","Anoplopoma","Anoplopomatidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Anoplopoma fimbria"
"128","ASV_0418","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"129","ASV_0425","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"130","ASV_0427","Lycodes brevipes","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Lycodes brevipes"
"131","ASV_0435","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Pleuronectes quadrituberculatus"
"132","ASV_0436","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes hexapterus"
"133","ASV_0438","Pusa hispida","Pusa","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Pusa hispida"
"134","ASV_0440","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Citharichthys stigmaeus"
"135","ASV_0441","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"136","ASV_0443","Lethenteron camtschaticum","Lethenteron","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",100,100,0,"species","Lethenteron camtschaticum"
"137","ASV_0444","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Citharichthys stigmaeus"
"138","ASV_0450","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"139","ASV_0452","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"140","ASV_0454","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"141","ASV_0458","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,98.837,0,"species","Clupea pallasii"
"142","ASV_0464","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"143","ASV_0465","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"144","ASV_0468","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Gasterosteus aculeatus"
"145","ASV_0469","Lycodes palearis","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Lycodes palearis"
"146","ASV_0471","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"147","ASV_0474","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"148","ASV_0484","Lycodes palearis","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Lycodes palearis"
"149","ASV_0488","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes hexapterus"
"150","ASV_0489","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes personatus"
"151","ASV_0490","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Mallotus villosus"
"152","ASV_0494","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"153","ASV_0503","Erignathus barbatus","Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Erignathus barbatus"
"154","ASV_0505","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"155","ASV_0507","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"156","ASV_0512","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Mallotus villosus"
"157","ASV_0513","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes hexapterus"
"158","ASV_0514","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"species","Ammodytes personatus"
"159","ASV_0517","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"160","ASV_0518","Lycodes palearis","Lycodes","Zoarcidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,99.405,0,"species","Lycodes palearis"
"161","ASV_0521","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",99.408,99.408,0,"species","Ammodytes hexapterus"
"162","ASV_0522","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota",98.817,98.817,0,"species","Ammodytes personatus"
"163","ASV_0524","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"164","ASV_0527","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Phocoena phocoena"
"165","ASV_0528","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",99.419,99.419,0,"species","Clupea pallasii"
"166","ASV_0530","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota",98.837,99.419,0.581999999999994,"species","Clupea pallasii"
"167","ASV_0539","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"species","Pungitius pungitius"
