"","AlternateID","CommonName","Phylum","Class","Order","Family","Genus","SpeciesName","Collector","CollectionDate","collection_year","CruiseID","Event.ID","Haul","Station","Equipment_Gear","Locality","StartLatitude_N","StartLongitude_W","StationID","TowType","EQ_Latitude","EQ_Longitude"
"21","2017_1019","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"22","2017_1020","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"23","2017_1020","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"24","2017_1021","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"25","2017_1021","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"26","2017_1022","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"27","2017_1022","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"28","2017_1023","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"29","2017_1023","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"30","2017_1024","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"31","2017_1024","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"32","2017_1025","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"33","2017_1025","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"34","2017_1026","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"35","2017_1026","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"36","2017_1027","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"37","2017_1027","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"38","2017_1029","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"39","2017_1029","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"40","2017_103","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Aug. 12, 2017",2017,NA,65,NA,NA,"Surface trawl","Chukchi Sea",71.0821,-158.0496,20171601009,"Surface",71.0821,-158.0496
"41","2017_1030","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"42","2017_1030","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"43","2017_1032","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"44","2017_1032","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"45","2017_1033","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"46","2017_1033","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"47","2017_1034","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"48","2017_1034","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"49","2017_1036","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20171601071,"Midwater",71.5032,-164.9592
"50","2017_1036","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 5, 2017",2017,NA,419,NA,NA,"Surface trawl","Chukchi Sea",71.5032,-164.9592,20191601061,"Midwater",71.7503,-164.8855
"51","2017_105","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Aug. 13, 2017",2017,NA,74,NA,NA,"Surface trawl","Chukchi Sea",71.5089,-157.8996,20171601010,"Midwater",71.5089,-157.8996
"52","2017_1060","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,446,NA,NA,"Surface trawl","Chukchi Sea",71.4903,-160.6211,20171601074,"Midwater",71.5044,-160.6447
"53","2017_1064","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"54","2017_1065","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"55","2017_1068","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"56","2017_1069","UNK","Chordata","Actinopterygii","Gadiformes","Gadidae","UNK","UNK","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"57","2017_1071","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"58","2017_1072","Pacific cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"59","2017_1073","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"60","2017_1074","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"61","2017_1075","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"62","2017_1077","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"63","2017_1078","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"64","2017_1079","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"65","2017_1080","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"66","2017_1081","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"67","2017_1082","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"68","2017_1083","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"69","2017_1087","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"70","2017_1088","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"71","2017_1089","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"72","2017_1090","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"73","2017_1091","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"74","2017_1092","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"75","2017_1093","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"76","2017_1094","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"77","2017_1095","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"78","2017_1096","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"79","2017_1097","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"80","2017_1098","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,438,NA,NA,"Surface trawl","Chukchi Sea",71.4953,-162.188,20171601073,"Midwater",71.4953,-162.188
"81","2017_1112","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"82","2017_1113","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"83","2017_1114","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"84","2017_1116","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"85","2017_1117","Walleye pollock","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"86","2017_1118","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"87","2017_1119","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"88","2017_1120","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"89","2017_1123","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"90","2017_1124","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"91","2017_1125","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"92","2017_1128","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
"93","2017_1129","Arctic cod","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Kris Cieciel, Ed Farley, NOAA","Sept. 6, 2017",2017,NA,447,NA,NA,"Surface trawl","Chukchi Sea",71.5044,-160.6447,20171601074,"Midwater",71.5044,-160.6447
