qseqid,taxonomic_level,taxon,species,genus,family,order,class,phylum,kingdom,seq_percID,top_perc,diff
ASV_0271,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0271,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0897,genus,Hemilepidotus,Hemilepidotus jordani,Hemilepidotus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0897,genus,Hemilepidotus,Hemilepidotus papilio,Hemilepidotus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0993,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0993,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0993,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1004,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1004,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1004,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1104,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1104,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1104,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1111,species,Artedius lateralis,Artedius lateralis,Artedius,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.415,99.415,0
ASV_1177,genus,Artediellus,Artediellus pacificus,Artediellus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1177,genus,Artediellus,Artediellus scaber,Artediellus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1205,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1205,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1205,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1373,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1373,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1373,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1482,genus,Myoxocephalus,Myoxocephalus quadricornis,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_1491,genus,Myoxocephalus,Myoxocephalus jaok,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.401,99.401,0
ASV_1491,genus,Myoxocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.401,99.401,0
ASV_1491,genus,Myoxocephalus,Myoxocephalus stelleri,Myoxocephalus,Cottidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.401,99.401,0
