qseqid,taxonomic_level,taxon,species,genus,family,order,class,phylum,kingdom,seq_percID,top_perc,diff
ASV_0112,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0134,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0134,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0134,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0236,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0236,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0243,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0243,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0243,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0258,family,Pleuronectidae 3,Isopsetta isolepis,Isopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_0258,family,Pleuronectidae 3,Parophrys vetulus,Parophrys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_0258,family,Pleuronectidae 3,Psettichthys melanostictus,Psettichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.81,98.81,0
ASV_0264,genus,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0264,genus,Lepidopsetta,Lepidopsetta polyxystra,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0274,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0274,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0284,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0284,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0284,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0289,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0289,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0289,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0325,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0325,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0325,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0348,genus,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0348,genus,Lepidopsetta,Lepidopsetta polyxystra,Lepidopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0388,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0389,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0393,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0393,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,100,100,0
ASV_0428,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_0428,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_0428,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_0433,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0433,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0433,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0445,species,Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0493,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0493,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0501,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0536,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0536,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0536,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0562,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0562,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0562,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0697,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0697,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0697,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0725,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0725,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0725,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0727,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0727,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0735,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0735,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0735,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0753,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0753,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0753,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0762,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0762,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0762,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0774,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_0782,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0782,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0782,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0787,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0787,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0787,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0791,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0796,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0796,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0796,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0801,species,Hippoglossus stenolepis,Hippoglossus stenolepis,Hippoglossus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_0803,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0803,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0803,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0839,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0839,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0839,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0845,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0845,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0845,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0863,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0863,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0863,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0866,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0891,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0891,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0891,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0894,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0894,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0894,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0919,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0919,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0919,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0940,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0953,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0953,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0953,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0957,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0963,family,Pleuronectidae 2,Liopsetta glacialis,Liopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0963,family,Pleuronectidae 2,Platichthys stellatus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0964,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0964,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0964,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0991,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_0991,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_0991,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1005,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1005,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1005,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1016,family,Pleuronectidae 4,Microstomus pacificus,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1016,family,Pleuronectidae 4,Myzopsetta proboscidea,Myzopsetta,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1016,family,Pleuronectidae 4,Glyptocephalus zachirus,Glyptocephalus,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1063,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1063,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1063,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1073,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1073,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1073,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1079,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1090,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1117,species,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1121,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.405,99.405,0
ASV_1121,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.394,99.405,0.011
ASV_1121,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.394,99.405,0.011
ASV_1138,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.817,98.817,0
ASV_1138,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1138,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,98.795,98.817,0.022
ASV_1152,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1152,family,Pleuronectidae 1,Hippoglossoides robustus,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1152,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
ASV_1176,family,Pleuronectidae 1,Limanda aspera,Limanda,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.408,99.408,0
ASV_1176,family,Pleuronectidae 1,Hippoglossoides elassodon,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopteri,Chordata,Eukaryota,99.398,99.408,0.01
